Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1642737600000,2022-01-21 04:00:00,ZECBTC,0.00289,0.00298,0.0027,0.0028,111.361192
1642651200000,2022-01-20 04:00:00,ZECBTC,0.00302,0.0031,0.00283,0.00289,125.493218
1642564800000,2022-01-19 04:00:00,ZECBTC,0.0031,0.0031,0.00287,0.00302,12.575186
1642478400000,2022-01-18 04:00:00,ZECBTC,0.00331,0.00331,0.00307,0.0031,132.459229
1642392000000,2022-01-17 04:00:00,ZECBTC,0.00322,0.00333,0.00321,0.00331,93.093561
1642305600000,2022-01-16 04:00:00,ZECBTC,0.00336,0.00336,0.00321,0.00322,145.233737
1642219200000,2022-01-15 04:00:00,ZECBTC,0.00332,0.00352,0.00324,0.00336,170.599346
1642132800000,2022-01-14 04:00:00,ZECBTC,0.00328,0.00337,0.00323,0.00332,62.904323
1642046400000,2022-01-13 04:00:00,ZECBTC,0.00334,0.00343,0.00322,0.00328,71.018391
1641960000000,2022-01-12 04:00:00,ZECBTC,0.00332,0.00337,0.00323,0.00334,42.569551
1641873600000,2022-01-11 04:00:00,ZECBTC,0.00341,0.00342,0.00325,0.00332,55.001973
1641787200000,2022-01-10 04:00:00,ZECBTC,0.0034,0.00355,0.00328,0.00341,67.263744
1641700800000,2022-01-09 04:00:00,ZECBTC,0.00332,0.00345,0.00321,0.0034,31.92315
1641614400000,2022-01-08 04:00:00,ZECBTC,0.00341,0.0037,0.00329,0.00332,213.520333
1641528000000,2022-01-07 04:00:00,ZECBTC,0.00326,0.00341,0.00315,0.00341,77.924349
1641441600000,2022-01-06 04:00:00,ZECBTC,0.00314,0.00326,0.00305,0.00326,28.497618
1641355200000,2022-01-05 04:00:00,ZECBTC,0.00324,0.00328,0.00308,0.00314,51.93944
1641268800000,2022-01-04 04:00:00,ZECBTC,0.00322,0.00333,0.00318,0.00324,79.696601
1641182400000,2022-01-03 04:00:00,ZECBTC,0.00325,0.00327,0.00317,0.00322,8.447347
1641096000000,2022-01-02 04:00:00,ZECBTC,0.00316,0.0033,0.00314,0.00325,21.214326
1641009600000,2022-01-01 04:00:00,ZECBTC,0.00315,0.00317,0.00308,0.00316,26.934637
1640923200000,2021-12-31 04:00:00,ZECBTC,0.00329,0.00329,0.00311,0.00315,42.703212
1640836800000,2021-12-30 04:00:00,ZECBTC,0.00319,0.00329,0.00311,0.00329,65.850993
1640750400000,2021-12-29 04:00:00,ZECBTC,0.00315,0.00322,0.00308,0.00319,48.460888
1640664000000,2021-12-28 04:00:00,ZECBTC,0.00325,0.00329,0.00308,0.00315,24.115481
1640577600000,2021-12-27 04:00:00,ZECBTC,0.00328,0.0034,0.00322,0.00325,17.732352
1640491200000,2021-12-26 04:00:00,ZECBTC,0.00332,0.00337,0.00322,0.00328,14.714361
1640404800000,2021-12-25 04:00:00,ZECBTC,0.00327,0.0034,0.00321,0.00332,10.347106
1640318400000,2021-12-24 04:00:00,ZECBTC,0.00328,0.00334,0.00322,0.00327,9.934539
1640232000000,2021-12-23 04:00:00,ZECBTC,0.0034,0.00341,0.00324,0.00328,8.74369
1640145600000,2021-12-22 04:00:00,ZECBTC,0.0033,0.00345,0.0033,0.0034,3.390098
1640059200000,2021-12-21 04:00:00,ZECBTC,0.00336,0.00337,0.00322,0.0033,73.98543
1639972800000,2021-12-20 04:00:00,ZECBTC,0.00336,0.0035,0.00325,0.00336,11.117447
1639886400000,2021-12-19 04:00:00,ZECBTC,0.00345,0.0035,0.00324,0.00336,21.548645
1639800000000,2021-12-18 04:00:00,ZECBTC,0.00342,0.00352,0.00332,0.00345,19.15279
1639713600000,2021-12-17 04:00:00,ZECBTC,0.0032,0.00352,0.00316,0.00342,10.597667
1639627200000,2021-12-16 04:00:00,ZECBTC,0.00326,0.00332,0.00319,0.0032,1.401551
1639540800000,2021-12-15 04:00:00,ZECBTC,0.00311,0.0033,0.00309,0.00326,188.920333
1639454400000,2021-12-14 04:00:00,ZECBTC,0.00316,0.00327,0.00305,0.00311,120.885524
1639368000000,2021-12-13 04:00:00,ZECBTC,0.0034,0.00349,0.00314,0.00316,45.05414
1639281600000,2021-12-12 04:00:00,ZECBTC,0.00338,0.00344,0.00325,0.0034,28.376213
1639195200000,2021-12-11 04:00:00,ZECBTC,0.00336,0.00352,0.00331,0.00338,22.63595
1639108800000,2021-12-10 04:00:00,ZECBTC,0.0035,0.00357,0.0033,0.00336,64.400665
1639022400000,2021-12-09 04:00:00,ZECBTC,0.00356,0.00356,0.00338,0.0035,40.55438
1638936000000,2021-12-08 04:00:00,ZECBTC,0.00342,0.00359,0.00341,0.00356,83.41768
1638849600000,2021-12-07 04:00:00,ZECBTC,0.00357,0.00362,0.00338,0.00342,19.737848
1638763200000,2021-12-06 04:00:00,ZECBTC,0.00366,0.00375,0.00339,0.00357,11.638006
1638676800000,2021-12-05 04:00:00,ZECBTC,0.00383,0.00385,0.00347,0.00366,18.4092
1638590400000,2021-12-04 04:00:00,ZECBTC,0.00379,0.00392,0.0033,0.00383,28.491948
1638504000000,2021-12-03 04:00:00,ZECBTC,0.00396,0.00418,0.00373,0.00379,35.181299
1638417600000,2021-12-02 04:00:00,ZECBTC,0.00389,0.00415,0.00383,0.00396,236.476805
1638331200000,2021-12-01 04:00:00,ZECBTC,0.00389,0.00408,0.00383,0.00389,23.337968
1638244800000,2021-11-30 04:00:00,ZECBTC,0.00398,0.00405,0.0038,0.00389,42.170746
1638158400000,2021-11-29 04:00:00,ZECBTC,0.00424,0.00446,0.00389,0.00398,26.975025
1638072000000,2021-11-28 04:00:00,ZECBTC,0.00427,0.00438,0.00406,0.00424,20.040999
1637985600000,2021-11-27 04:00:00,ZECBTC,0.00485,0.00494,0.00419,0.00427,163.002429
1637899200000,2021-11-26 04:00:00,ZECBTC,0.00485,0.00491,0.0044,0.00485,74.249053
1637812800000,2021-11-25 04:00:00,ZECBTC,0.00464,0.00515,0.00444,0.00485,115.203583
1637726400000,2021-11-24 04:00:00,ZECBTC,0.00455,0.00476,0.00431,0.00464,47.312259
1637640000000,2021-11-23 04:00:00,ZECBTC,0.0037,0.00468,0.00346,0.00455,84.789157
1637553600000,2021-11-22 04:00:00,ZECBTC,0.00392,0.00397,0.00354,0.0037,17.217271
1637467200000,2021-11-21 04:00:00,ZECBTC,0.0032,0.0044,0.0032,0.00392,30.684134
1637380800000,2021-11-20 04:00:00,ZECBTC,0.00318,0.00324,0.00297,0.0032,22.970748
1637294400000,2021-11-19 04:00:00,ZECBTC,0.00274,0.00318,0.00265,0.00318,27.825044
1637208000000,2021-11-18 04:00:00,ZECBTC,0.00263,0.00274,0.00241,0.00274,12.032367
1637121600000,2021-11-17 04:00:00,ZECBTC,0.00269,0.0027,0.00261,0.00263,38.05478
1637035200000,2021-11-16 04:00:00,ZECBTC,0.00307,0.00307,0.00269,0.00269,21.419574
1636948800000,2021-11-15 04:00:00,ZECBTC,0.00304,0.00313,0.00291,0.00307,77.520688
1636862400000,2021-11-14 04:00:00,ZECBTC,0.00307,0.0031,0.00303,0.00304,13.294934
1636776000000,2021-11-13 04:00:00,ZECBTC,0.00328,0.00335,0.00307,0.00307,11.58158685
1636689600000,2021-11-12 04:00:00,ZECBTC,0.00317,0.00328,0.00312,0.00328,3.785691
1636603200000,2021-11-11 04:00:00,ZECBTC,0.00285,0.00345,0.00285,0.00317,66.80504067
1636516800000,2021-11-10 04:00:00,ZECBTC,0.00291,0.00306,0.00273,0.00285,54.48820026
1636430400000,2021-11-09 04:00:00,ZECBTC,0.00257,0.00306,0.00257,0.00291,88.599041
1636344000000,2021-11-08 04:00:00,ZECBTC,0.00254,0.00258,0.0025,0.00257,6.246511
1636257600000,2021-11-07 04:00:00,ZECBTC,0.00261,0.00262,0.00249,0.00254,11.878458
1636171200000,2021-11-06 04:00:00,ZECBTC,0.0027,0.00272,0.00251,0.00261,0.88283094
1636084800000,2021-11-05 04:00:00,ZECBTC,0.00266,0.00278,0.00265,0.0027,0.336402
1635998400000,2021-11-04 04:00:00,ZECBTC,0.00266,0.00268,0.00254,0.00266,11.974636
1635912000000,2021-11-03 04:00:00,ZECBTC,0.00266,0.00272,0.00255,0.00266,12.119874
1635825600000,2021-11-02 04:00:00,ZECBTC,0.00289,0.0029,0.00266,0.00266,12.215017
1635739200000,2021-11-01 04:00:00,ZECBTC,0.00271,0.0029,0.00257,0.00289,66.4483451
1635652800000,2021-10-31 04:00:00,ZECBTC,0.00269,0.00305,0.00269,0.00271,347.05706733
1635566400000,2021-10-30 04:00:00,ZECBTC,0.00261,0.00278,0.00244,0.00269,15.670948
1635480000000,2021-10-29 04:00:00,ZECBTC,0.00262,0.00263,0.00256,0.00261,49.3241364
1635393600000,2021-10-28 04:00:00,ZECBTC,0.0025,0.00284,0.00245,0.00262,37.71952649
1635307200000,2021-10-27 04:00:00,ZECBTC,0.00266,0.00266,0.00242,0.0025,0.248351
1635220800000,2021-10-26 04:00:00,ZECBTC,0.00273,0.00273,0.00263,0.00266,55.593533
1635134400000,2021-10-25 04:00:00,ZECBTC,0.00276,0.00281,0.0027,0.00273,13.14939362
1635048000000,2021-10-24 04:00:00,ZECBTC,0.00304,0.00313,0.00275,0.00276,54.3522878
1634961600000,2021-10-23 04:00:00,ZECBTC,0.00277,0.00306,0.00265,0.00304,127.683303
1634875200000,2021-10-22 04:00:00,ZECBTC,0.00254,0.00284,0.00251,0.00277,100.32068845
1634788800000,2021-10-21 04:00:00,ZECBTC,0.00228,0.00259,0.00228,0.00254,354.854698
1634702400000,2021-10-20 04:00:00,ZECBTC,0.00227,0.00228,0.00225,0.00228,0.383593
1634616000000,2021-10-19 04:00:00,ZECBTC,0.00225,0.00236,0.00218,0.00227,10.723707
1634529600000,2021-10-18 04:00:00,ZECBTC,0.00222,0.00225,0.00222,0.00225,13.230666
1634443200000,2021-10-17 04:00:00,ZECBTC,0.00206,0.00244,0.00206,0.00222,34.380838
1634356800000,2021-10-16 04:00:00,ZECBTC,0.00202,0.00209,0.00201,0.00206,18.28483424
1634270400000,2021-10-15 04:00:00,ZECBTC,0.00207,0.00208,0.00201,0.00202,16.360097
1634184000000,2021-10-14 04:00:00,ZECBTC,0.002,0.0021,0.002,0.00207,0.031643
1634097600000,2021-10-13 04:00:00,ZECBTC,0.00213,0.00222,0.002,0.002,1.186648
1634011200000,2021-10-12 04:00:00,ZECBTC,0.00201,0.00217,0.00199,0.00213,10.154064
1633924800000,2021-10-11 04:00:00,ZECBTC,0.00219,0.00219,0.002,0.00201,5.595868
1633838400000,2021-10-10 04:00:00,ZECBTC,0.00228,0.00228,0.00219,0.00219,4.048448
1633752000000,2021-10-09 04:00:00,ZECBTC,0.0023,0.00233,0.00228,0.00228,35.08204
1633665600000,2021-10-08 04:00:00,ZECBTC,0.00229,0.00233,0.00229,0.0023,0.063012
1633579200000,2021-10-07 04:00:00,ZECBTC,0.00222,0.00243,0.00222,0.00229,51.89879791
1633492800000,2021-10-06 04:00:00,ZECBTC,0.00236,0.00236,0.00222,0.00222,87.471486
1633406400000,2021-10-05 04:00:00,ZECBTC,0.00235,0.00246,0.00235,0.00236,2.955032
1633320000000,2021-10-04 04:00:00,ZECBTC,0.00242,0.00242,0.00234,0.00235,11.6898
1633233600000,2021-10-03 04:00:00,ZECBTC,0.0024,0.00245,0.00235,0.00242,1.434905
1633147200000,2021-10-02 04:00:00,ZECBTC,0.00239,0.0024,0.00237,0.0024,11.355246
1633060800000,2021-10-01 04:00:00,ZECBTC,0.00247,0.00247,0.00237,0.00239,85.913216
1632974400000,2021-09-30 04:00:00,ZECBTC,0.00247,0.00252,0.00242,0.00247,115.42221598
1632888000000,2021-09-29 04:00:00,ZECBTC,0.00251,0.00251,0.00247,0.00247,16.030063
1632801600000,2021-09-28 04:00:00,ZECBTC,0.00249,0.00252,0.00236,0.00251,25.732129
1632715200000,2021-09-27 04:00:00,ZECBTC,0.00257,0.00259,0.00245,0.00249,18.417654
1632628800000,2021-09-26 04:00:00,ZECBTC,0.0026,0.00261,0.0025,0.00257,0.175912
1632542400000,2021-09-25 04:00:00,ZECBTC,0.00261,0.00261,0.00257,0.0026,0.426041
1632456000000,2021-09-24 04:00:00,ZECBTC,0.00272,0.00272,0.00256,0.00261,23.81365049
1632369600000,2021-09-23 04:00:00,ZECBTC,0.00277,0.00277,0.00272,0.00272,120.46013239
1632283200000,2021-09-22 04:00:00,ZECBTC,0.00271,0.00278,0.00271,0.00277,0.862482
1632196800000,2021-09-21 04:00:00,ZECBTC,0.00276,0.00278,0.00269,0.00271,13.410376
1632110400000,2021-09-20 04:00:00,ZECBTC,0.00279,0.00282,0.00271,0.00276,76.917528
1632024000000,2021-09-19 04:00:00,ZECBTC,0.00289,0.00293,0.00275,0.00279,7.937633
1631937600000,2021-09-18 04:00:00,ZECBTC,0.00285,0.00296,0.00285,0.00289,8.104496
1631851200000,2021-09-17 04:00:00,ZECBTC,0.00289,0.00293,0.00282,0.00285,31.802341
1631764800000,2021-09-16 04:00:00,ZECBTC,0.00297,0.00299,0.00287,0.00289,49.197147
1631678400000,2021-09-15 04:00:00,ZECBTC,0.00284,0.00305,0.00283,0.00297,60.941965
1631592000000,2021-09-14 04:00:00,ZECBTC,0.00283,0.00284,0.00279,0.00284,4.438486
1631505600000,2021-09-13 04:00:00,ZECBTC,0.00279,0.0029,0.00275,0.00283,26.299375
1631419200000,2021-09-12 04:00:00,ZECBTC,0.00285,0.0029,0.00279,0.00279,3.839719
1631332800000,2021-09-11 04:00:00,ZECBTC,0.00284,0.00292,0.00281,0.00285,13.099308
1631246400000,2021-09-10 04:00:00,ZECBTC,0.00303,0.00303,0.00279,0.00284,11.285073
1631160000000,2021-09-09 04:00:00,ZECBTC,0.00293,0.0031,0.00293,0.00303,15.223315
1631073600000,2021-09-08 04:00:00,ZECBTC,0.00297,0.003,0.00291,0.00293,40.216382
1630987200000,2021-09-07 04:00:00,ZECBTC,0.00326,0.00326,0.00279,0.00297,121.31297
1630900800000,2021-09-06 04:00:00,ZECBTC,0.0033,0.00343,0.00322,0.00326,40.361015
1630814400000,2021-09-05 04:00:00,ZECBTC,0.00322,0.00349,0.0032,0.0033,70.90254
1630728000000,2021-09-04 04:00:00,ZECBTC,0.0031,0.00322,0.0031,0.00322,3.29223
1630641600000,2021-09-03 04:00:00,ZECBTC,0.00308,0.00334,0.00308,0.0031,8.192428
1630555200000,2021-09-02 04:00:00,ZECBTC,0.00304,0.00308,0.00303,0.00308,35.373337
1630468800000,2021-09-01 04:00:00,ZECBTC,0.00325,0.00325,0.00298,0.00304,227.296402
1630382400000,2021-08-31 04:00:00,ZECBTC,0.00294,0.00325,0.00294,0.00325,6.866924
1630296000000,2021-08-30 04:00:00,ZECBTC,0.0033,0.0033,0.00294,0.00294,0.461042
1630209600000,2021-08-29 04:00:00,ZECBTC,0.00309,0.0033,0.00303,0.0033,1.236277
1630123200000,2021-08-28 04:00:00,ZECBTC,0.00303,0.00319,0.00303,0.00309,0.74479
1630036800000,2021-08-27 04:00:00,ZECBTC,0.0031,0.00313,0.00302,0.00303,8.304971
1629950400000,2021-08-26 04:00:00,ZECBTC,0.00338,0.00338,0.00309,0.0031,11.993716
1629864000000,2021-08-25 04:00:00,ZECBTC,0.00331,0.00349,0.00326,0.00338,7.069504
1629777600000,2021-08-24 04:00:00,ZECBTC,0.0034,0.00344,0.00311,0.00331,9.295959
1629691200000,2021-08-23 04:00:00,ZECBTC,0.00349,0.0035,0.00318,0.0034,105.63084171
1629604800000,2021-08-22 04:00:00,ZECBTC,0.00329,0.00349,0.00319,0.00349,6.432371
1629518400000,2021-08-21 04:00:00,ZECBTC,0.00303,0.00341,0.00303,0.00329,26.466719
1629432000000,2021-08-20 04:00:00,ZECBTC,0.00313,0.00339,0.00303,0.00303,1.861273
1629345600000,2021-08-19 04:00:00,ZECBTC,0.00314,0.00316,0.00305,0.00313,30.241912
1629259200000,2021-08-18 04:00:00,ZECBTC,0.00312,0.00315,0.00309,0.00314,0.972127
1629172800000,2021-08-17 04:00:00,ZECBTC,0.0033,0.00337,0.00309,0.00312,19.96153035
1629086400000,2021-08-16 04:00:00,ZECBTC,0.00323,0.0034,0.00321,0.0033,6.67490981
1629000000000,2021-08-15 04:00:00,ZECBTC,0.00312,0.00331,0.00303,0.00323,24.746752
1628913600000,2021-08-14 04:00:00,ZECBTC,0.00302,0.00312,0.00293,0.00312,5.812867
1628827200000,2021-08-13 04:00:00,ZECBTC,0.00297,0.00305,0.00297,0.00302,5.985723
1628740800000,2021-08-12 04:00:00,ZECBTC,0.00306,0.00306,0.00297,0.00297,0.092343
1628654400000,2021-08-11 04:00:00,ZECBTC,0.00286,0.00306,0.00286,0.00306,0.047015
1628568000000,2021-08-10 04:00:00,ZECBTC,0.00279,0.00287,0.00274,0.00286,1.832966
1628481600000,2021-08-09 04:00:00,ZECBTC,0.00287,0.00287,0.00274,0.00279,209.74044
1628395200000,2021-08-08 04:00:00,ZECBTC,0.00303,0.00303,0.00283,0.00287,0.039745
1628308800000,2021-08-07 04:00:00,ZECBTC,0.00309,0.00309,0.00289,0.00303,0.877583
1628222400000,2021-08-06 04:00:00,ZECBTC,0.00294,0.00309,0.00294,0.00309,0.7369169
1628136000000,2021-08-05 04:00:00,ZECBTC,0.00282,0.00295,0.00282,0.00294,0.01441
1628049600000,2021-08-04 04:00:00,ZECBTC,0.00302,0.00302,0.00282,0.00282,0.420335
1627963200000,2021-08-03 04:00:00,ZECBTC,0.00285,0.00302,0.00285,0.00302,0.09610567
1627876800000,2021-08-02 04:00:00,ZECBTC,0.00289,0.00301,0.00285,0.00285,8.955533
1627790400000,2021-08-01 04:00:00,ZECBTC,0.0028,0.00289,0.0028,0.00289,0.095663
1627704000000,2021-07-31 04:00:00,ZECBTC,0.0028,0.0028,0.00264,0.0028,6.666363
1627617600000,2021-07-30 04:00:00,ZECBTC,0.0027,0.0028,0.00264,0.0028,0.34981428
1627531200000,2021-07-29 04:00:00,ZECBTC,0.00264,0.0027,0.00264,0.0027,249.144984
1627444800000,2021-07-28 04:00:00,ZECBTC,0.00263,0.00264,0.00262,0.00264,0.209363
1627358400000,2021-07-27 04:00:00,ZECBTC,0.00268,0.00268,0.00262,0.00263,2.321396
1627272000000,2021-07-26 04:00:00,ZECBTC,0.00278,0.00281,0.00268,0.00268,2.4764014
1627185600000,2021-07-25 04:00:00,ZECBTC,0.00288,0.00306,0.00271,0.00278,47.935437
1627099200000,2021-07-24 04:00:00,ZECBTC,0.00288,0.00288,0.00288,0.00288,0.0
1627012800000,2021-07-23 04:00:00,ZECBTC,0.003,0.003,0.00288,0.00288,11.2670037
1626926400000,2021-07-22 04:00:00,ZECBTC,0.00296,0.00304,0.00295,0.003,1.30035436
1626840000000,2021-07-21 04:00:00,ZECBTC,0.00289,0.00296,0.00287,0.00296,0.03995
1626753600000,2021-07-20 04:00:00,ZECBTC,0.00287,0.00291,0.00284,0.00289,0.087543
1626667200000,2021-07-19 04:00:00,ZECBTC,0.00297,0.00327,0.00287,0.00287,14.9839659
1626580800000,2021-07-18 04:00:00,ZECBTC,0.00301,0.00307,0.00294,0.00297,0.606904
1626494400000,2021-07-17 04:00:00,ZECBTC,0.00301,0.00306,0.00296,0.00301,19.62775672
1626408000000,2021-07-16 04:00:00,ZECBTC,0.00328,0.00328,0.00297,0.00301,643.361369
1626321600000,2021-07-15 04:00:00,ZECBTC,0.00328,0.00328,0.00328,0.00328,0.0
1626235200000,2021-07-14 04:00:00,ZECBTC,0.00328,0.00328,0.00328,0.00328,0.0
1626148800000,2021-07-13 04:00:00,ZECBTC,0.00328,0.00328,0.00328,0.00328,0.0
1626062400000,2021-07-12 04:00:00,ZECBTC,0.00328,0.00328,0.00328,0.00328,0.0
1625976000000,2021-07-11 04:00:00,ZECBTC,0.0033,0.0033,0.00328,0.00328,0.75953658
1625889600000,2021-07-10 04:00:00,ZECBTC,0.0033,0.0033,0.0033,0.0033,0.0
1625803200000,2021-07-09 04:00:00,ZECBTC,0.0033,0.0033,0.0033,0.0033,0.0
1625716800000,2021-07-08 04:00:00,ZECBTC,0.00342,0.00342,0.00329,0.0033,7.77347
1625630400000,2021-07-07 04:00:00,ZECBTC,0.00339,0.00342,0.00339,0.00342,1.001046
1625544000000,2021-07-06 04:00:00,ZECBTC,0.00333,0.00349,0.00333,0.00339,4.426977
1625457600000,2021-07-05 04:00:00,ZECBTC,0.00326,0.00343,0.00326,0.00333,0.242099
1625371200000,2021-07-04 04:00:00,ZECBTC,0.00328,0.00372,0.00306,0.00326,1.059987
1625284800000,2021-07-03 04:00:00,ZECBTC,0.00352,0.00367,0.00328,0.00328,31.388731
1625198400000,2021-07-02 04:00:00,ZECBTC,0.00356,0.00356,0.0032,0.00352,9.317164
1625112000000,2021-07-01 04:00:00,ZECBTC,0.0036,0.00373,0.00356,0.00356,159.710157
1625025600000,2021-06-30 04:00:00,ZECBTC,0.00368,0.00371,0.00358,0.0036,34.735152
1624939200000,2021-06-29 04:00:00,ZECBTC,0.00337,0.00368,0.00313,0.00368,189.485442
1624852800000,2021-06-28 04:00:00,ZECBTC,0.00315,0.00337,0.00302,0.00337,2.975784
1624766400000,2021-06-27 04:00:00,ZECBTC,0.00298,0.0033,0.00298,0.00315,12.052485
1624680000000,2021-06-26 04:00:00,ZECBTC,0.00319,0.00335,0.00298,0.00298,165.73904
1624593600000,2021-06-25 04:00:00,ZECBTC,0.00331,0.00332,0.00301,0.00319,84.779668
1624507200000,2021-06-24 04:00:00,ZECBTC,0.00331,0.00331,0.00331,0.00331,0.0
1624420800000,2021-06-23 04:00:00,ZECBTC,0.00336,0.0034,0.00321,0.00331,19.84495
1624334400000,2021-06-22 04:00:00,ZECBTC,0.00317,0.00349,0.00309,0.00336,5.950477
1624248000000,2021-06-21 04:00:00,ZECBTC,0.00352,0.00371,0.00317,0.00317,8.550307
1624161600000,2021-06-20 04:00:00,ZECBTC,0.00352,0.00369,0.00352,0.00352,7.020676
1624075200000,2021-06-19 04:00:00,ZECBTC,0.00374,0.00374,0.00352,0.00352,5.7914638
1623988800000,2021-06-18 04:00:00,ZECBTC,0.00365,0.00376,0.00351,0.00374,16.150827
1623902400000,2021-06-17 04:00:00,ZECBTC,0.00365,0.00393,0.00337,0.00365,12.088484
1623816000000,2021-06-16 04:00:00,ZECBTC,0.0035,0.00367,0.00349,0.00365,6.412465
1623729600000,2021-06-15 04:00:00,ZECBTC,0.0035,0.0035,0.00322,0.0035,4.261755
1623643200000,2021-06-14 04:00:00,ZECBTC,0.00327,0.0035,0.00327,0.0035,273.89203242
1623556800000,2021-06-13 04:00:00,ZECBTC,0.00344,0.0036,0.00327,0.00327,7.606181
1623470400000,2021-06-12 04:00:00,ZECBTC,0.00335,0.0035,0.00335,0.00344,2.452834
1623384000000,2021-06-11 04:00:00,ZECBTC,0.00376,0.00376,0.0033,0.00335,35.330679
1623297600000,2021-06-10 04:00:00,ZECBTC,0.00413,0.00413,0.00376,0.00376,5.24250541
1623211200000,2021-06-09 04:00:00,ZECBTC,0.00412,0.00417,0.00387,0.00413,70.971563
1623124800000,2021-06-08 04:00:00,ZECBTC,0.004,0.00419,0.0038,0.00412,7.321946
1623038400000,2021-06-07 04:00:00,ZECBTC,0.00411,0.00429,0.004,0.004,0.203361
1622952000000,2021-06-06 04:00:00,ZECBTC,0.00433,0.00446,0.00411,0.00411,1.44231492
1622865600000,2021-06-05 04:00:00,ZECBTC,0.00438,0.00438,0.0041,0.00433,0.243603
1622779200000,2021-06-04 04:00:00,ZECBTC,0.00433,0.00438,0.00411,0.00438,5.024199
1622692800000,2021-06-03 04:00:00,ZECBTC,0.00435,0.00456,0.00422,0.00433,3.15908963
1622606400000,2021-06-02 04:00:00,ZECBTC,0.00422,0.00436,0.00411,0.00435,4.95726647
1622520000000,2021-06-01 04:00:00,ZECBTC,0.00431,0.00435,0.00411,0.00422,15.35721622
1622433600000,2021-05-31 04:00:00,ZECBTC,0.0042,0.00442,0.0042,0.00431,234.381887
1622347200000,2021-05-30 04:00:00,ZECBTC,0.00425,0.00438,0.00404,0.0042,25.67679009
1622260800000,2021-05-29 04:00:00,ZECBTC,0.00501,0.00508,0.00425,0.00425,23.40213438
1622174400000,2021-05-28 04:00:00,ZECBTC,0.00386,0.00508,0.00376,0.00501,88.609297
1622088000000,2021-05-27 04:00:00,ZECBTC,0.00387,0.00395,0.00386,0.00386,0.013709
1622001600000,2021-05-26 04:00:00,ZECBTC,0.00394,0.00407,0.00379,0.00387,2.137303
1621915200000,2021-05-25 04:00:00,ZECBTC,0.00374,0.00395,0.00359,0.00394,123.850426
1621828800000,2021-05-24 04:00:00,ZECBTC,0.00356,0.00399,0.00338,0.00374,339.835868
1621742400000,2021-05-23 04:00:00,ZECBTC,0.00389,0.00389,0.00294,0.00356,47.929589
1621656000000,2021-05-22 04:00:00,ZECBTC,0.00416,0.00416,0.00374,0.00389,36.400097
1621569600000,2021-05-21 04:00:00,ZECBTC,0.00452,0.00452,0.00411,0.00416,0.651003
1621483200000,2021-05-20 04:00:00,ZECBTC,0.00435,0.00487,0.00414,0.00452,191.408415
1621396800000,2021-05-19 04:00:00,ZECBTC,0.00573,0.00573,0.0038,0.00435,9354.956826
1621310400000,2021-05-18 04:00:00,ZECBTC,0.00554,0.0061,0.00554,0.00573,401.958256
1621224000000,2021-05-17 04:00:00,ZECBTC,0.00558,0.00569,0.00529,0.00554,354.176832
1621137600000,2021-05-16 04:00:00,ZECBTC,0.00589,0.00589,0.00515,0.00558,117.49470605
